Time,XGyro,YGyro,ZGyro,XAccel,YAccel,ZAccel,XMag,YMag,ZMag
0.000,7.83,-19.22,-26.17,0.1425,0.1776,-0.9094,0.4213,-0.2346,-1.2170
0.000,8.23,-0.42,-36.35,0.2201,0.1345,-0.8113,0.3879,-0.2907,-1.1826
0.000,22.70,1.76,-49.08,0.3937,0.0939,-0.9789,0.2128,-0.2871,-1.2551
0.000,-2.91,8.30,-13.79,0.4801,0.3518,-1.1915,0.2193,-0.2123,-1.2898
0.000,-23.98,1.93,16.71,0.2614,0.2260,-1.1158,0.1538,-0.3634,-1.2442
0.000,-10.41,-0.54,35.62,0.0756,0.0563,-0.8706,0.2066,-0.3708,-1.1909
0.000,1.30,3.83,29.31,0.1028,-0.1054,-1.0545,0.2169,-0.3410,-1.2167
0.000,-13.21,-8.14,3.85,0.2424,-0.0310,-1.2317,0.1695,-0.2770,-1.2345
0.000,18.08,15.68,18.61,0.0443,0.1426,-1.1862,0.0946,-0.3135,-1.1882
0.000,8.34,-14.79,-9.94,0.1165,0.1393,-1.1816,0.1173,-0.3741,-1.2779
0.000,-7.86,-13.95,-19.36,0.1217,0.0707,-0.9550,0.1229,-0.4014,-1.2595
0.000,-6.06,0.43,-17.99,0.1431,0.0673,-0.8226,0.0683,-0.3359,-1.2567
0.000,-21.28,11.13,-0.50,0.1691,0.0645,-1.1864,-0.1363,-0.1902,-1.3191
0.000,11.51,-10.77,-10.68,0.1350,0.1719,-1.1435,-0.2136,-0.1850,-1.3074
0.000,63.60,4.91,-18.51,0.1959,0.1006,-1.3441,-0.1225,-0.2668,-1.3182
0.000,-10.00,-9.17,-6.01,0.1301,0.3120,-1.2188,-0.1432,-0.2108,-1.3166
0.000,39.35,-11.17,27.32,0.0141,0.3051,-0.9026,-0.2570,-0.1818,-1.2776
0.000,5.39,5.08,11.91,0.0897,0.0469,-0.8378,-0.0148,-0.3238,-1.2707
0.000,15.93,4.02,17.59,0.1237,0.0094,-0.9885,-0.0313,-0.3255,-1.2232
0.000,-69.35,-5.86,15.18,0.1010,-0.2870,-1.3301,-0.0145,-0.4709,-1.2050
0.000,-40.85,-3.59,22.03,0.1590,-0.2813,-1.3923,-0.0088,-0.4869,-1.1746
0.000,40.23,21.25,12.35,0.2580,-0.0231,-1.2974,-0.0179,-0.3316,-1.2696
0.000,-2.85,-22.07,-24.85,0.2471,0.0643,-1.2900,0.0621,-0.3466,-1.2821
0.000,-47.90,-16.13,-22.42,0.2390,0.1013,-1.1487,0.1439,-0.3679,-1.2858
0.000,5.96,-26.27,-33.45,0.1474,0.0318,-0.8588,0.2661,-0.3939,-1.2498
0.000,-7.90,3.32,-0.35,0.2576,-0.0266,-0.9088,0.2794,-0.3094,-1.1751
0.000,2.87,-10.48,-17.16,0.2974,-0.0648,-1.0748,0.1271,-0.4155,-1.3107
0.000,39.38,1.80,-27.74,0.3859,0.1853,-1.1831,0.1417,-0.3548,-1.3227
0.000,-11.31,-6.09,21.43,0.2350,0.1984,-1.0216,0.0930,-0.2978,-1.2650
0.000,-11.18,-0.17,23.64,0.0884,0.1140,-0.8917,0.2158,-0.3399,-1.2531
0.000,-5.28,-6.01,26.84,0.0688,0.0540,-0.9072,0.1809,-0.2751,-1.2726
0.000,-6.78,3.80,14.19,0.1197,-0.1173,-1.1099,0.1283,-0.4105,-1.3233
0.000,-3.40,6.58,13.76,0.2290,-0.0885,-1.2366,0.0060,-0.3486,-1.2415
0.000,27.97,18.44,11.07,0.2439,0.0669,-1.2044,0.2146,-0.3812,-1.2453
0.000,2.52,-15.35,-1.18,0.1656,0.0842,-1.1863,0.2630,-0.4074,-1.1446
0.000,-23.44,-12.83,-9.74,0.2115,0.1125,-1.1144,0.3171,-0.4283,-1.1922
0.000,23.17,-13.40,-35.74,0.1291,0.0946,-0.8392,0.4520,-0.4480,-1.1688
0.000,-3.50,-5.54,-33.30,0.1386,0.0964,-0.8389,0.5682,-0.3702,-1.2061
0.000,-34.41,12.91,18.63,0.2096,0.0070,-1.1492,0.3737,-0.2373,-1.2297
0.000,-39.60,4.30,-9.46,0.3507,0.0098,-1.3234,0.2398,-0.3590,-1.2159
0.000,-15.37,-2.22,4.40,0.3379,0.2669,-1.1690,0.1331,-0.2743,-1.2498
0.000,-11.04,4.25,16.52,0.2659,0.2619,-1.0326,0.0919,-0.2083,-1.3002
0.000,-9.41,-11.01,29.92,0.1063,0.0798,-0.8063,0.1817,-0.3772,-1.2023
0.000,-14.31,10.55,37.16,0.1175,-0.1163,-1.2195,0.2486,-0.4003,-1.1498
0.000,-36.75,20.02,23.96,0.3070,-0.0930,-1.4153,0.1155,-0.3679,-1.2381
0.000,21.52,-10.47,16.46,0.1180,0.0331,-1.2208,0.1181,-0.2995,-1.2545
0.000,13.50,-29.19,-32.36,0.1283,0.1476,-1.0718,-0.0055,-0.4292,-1.3010
0.000,8.69,-4.15,-25.08,0.1096,0.0565,-0.7005,0.0845,-0.4094,-1.1843
0.000,-10.84,3.60,-18.16,0.1932,-0.0570,-1.1667,0.0825,-0.4889,-1.1831
0.000,0.99,-4.34,-28.56,0.2549,0.0109,-1.1416,-0.0008,-0.4000,-1.3051
0.000,62.11,3.59,-13.65,0.2981,0.1154,-1.3354,0.0273,-0.3896,-1.3110
0.000,-28.41,-1.05,-5.17,0.1466,0.1865,-1.2474,0.0351,-0.4669,-1.1943
0.000,19.61,-1.36,26.67,0.0568,0.1289,-0.8854,0.0218,-0.4591,-1.2045
0.000,-14.91,-2.36,20.22,0.0511,0.0048,-0.9259,0.0560,-0.4420,-1.2126
0.000,11.84,-0.10,13.96,0.0349,-0.0272,-1.0480,0.0245,-0.3745,-1.2876
0.000,25.39,-6.41,16.51,0.1079,-0.0228,-1.1124,-0.0314,-0.4494,-1.2776
0.000,-16.94,0.51,5.77,0.0634,0.0952,-1.3091,-0.0333,-0.4257,-1.2815
0.000,-10.27,-7.53,-4.01,0.0907,0.1161,-0.9515,-0.1035,-0.3593,-1.3041
0.000,20.15,-3.50,-26.68,0.1087,0.1324,-0.7427,-0.1316,-0.3434,-1.2920
0.000,21.20,8.61,-17.20,0.1904,0.0865,-1.1559,-0.1340,-0.1494,-1.3149
0.000,13.64,-0.99,-18.52,0.1732,0.1753,-1.3464,-0.1870,-0.2207,-1.3536
0.000,-9.33,3.55,1.88,0.1181,0.1924,-1.2373,-0.0600,-0.3382,-1.3059
0.000,4.69,10.36,9.01,0.0708,0.1864,-0.9584,-0.1638,-0.2964,-1.2706
0.000,10.19,-10.26,22.27,-0.0617,0.0545,-0.8355,-0.1774,-0.3326,-1.2181
0.000,-27.45,13.81,25.58,-0.0523,-0.0949,-1.2416,-0.2894,-0.3975,-1.2975
0.000,-25.53,-6.43,19.64,-0.0712,-0.0531,-1.2230,-0.3264,-0.4284,-1.2022
0.000,-2.06,2.48,-5.42,-0.0365,-0.1198,-1.1419,-0.2430,-0.4903,-1.1832
0.000,-22.36,-11.53,2.71,0.0971,-0.0312,-1.2323,-0.0675,-0.5169,-1.2088
0.000,4.68,1.94,-15.33,0.0842,0.0342,-1.0113,-0.0398,-0.4961,-1.1733
0.000,-10.14,-1.40,-8.66,0.1207,-0.0527,-0.9128,0.0085,-0.4647,-1.2476
0.000,40.18,-4.34,-24.59,0.1022,-0.0205,-0.9129,0.0021,-0.4299,-1.2341
0.000,-17.33,4.42,-23.95,0.3243,-0.0450,-1.4457,-0.0510,-0.3667,-1.2275
0.000,-29.84,8.40,-18.41,0.2866,0.1938,-1.3328,0.0008,-0.3936,-1.2357
0.000,12.36,-0.16,4.45,0.1555,0.2183,-0.9780,0.0178,-0.4062,-1.2058
0.000,10.72,-2.46,19.20,0.0917,0.0727,-0.9130,0.1483,-0.3892,-1.1558
0.000,23.92,2.19,27.65,-0.1693,-0.1898,-0.7181,-0.1213,-0.5652,-1.1483
0.000,16.09,29.64,-32.12,0.2472,-0.5480,-0.8645,0.3041,-1.0855,-0.7046
0.000,3.78,8.05,21.11,-0.0710,-0.0113,-1.1182,-0.3688,-0.4948,-1.2271
0.000,-12.75,6.78,7.54,0.0725,0.0025,-1.2910,-0.0761,-0.5203,-1.2000
0.000,-0.41,-26.19,-10.45,0.1413,-0.0303,-1.0620,0.0952,-0.5928,-1.1129
0.000,9.52,-5.69,-25.08,0.1599,0.0603,-0.8048,0.0571,-0.5090,-1.1830
0.000,-1.57,13.68,-6.84,0.2539,-0.1271,-1.0866,0.1249,-0.5407,-1.1002
0.000,17.52,-22.49,-13.64,0.2551,-0.1121,-1.0750,0.0977,-0.4882,-1.1779
0.000,-66.42,5.77,-37.41,0.4143,-0.0373,-1.4930,-0.0368,-0.3465,-1.2416
0.000,14.74,-17.43,-14.00,0.3268,0.1828,-1.2143,0.0370,-0.4573,-1.1934
0.000,-3.81,5.18,4.86,0.2676,0.2372,-0.9686,0.1572,-0.3916,-1.1984
0.000,-0.43,2.99,27.99,0.1569,-0.0430,-0.9081,0.1220,-0.4580,-1.1790
0.000,-26.09,-0.97,0.24,0.1811,-0.1658,-1.3311,0.1618,-0.5101,-1.2313
0.000,13.33,10.58,17.46,0.3038,0.1111,-1.2192,0.0774,-0.2730,-1.2566
0.000,17.06,-14.17,16.37,0.2379,0.0764,-1.2429,0.1706,-0.3104,-1.2844
0.000,-4.86,-25.04,-13.49,0.2245,0.1222,-1.1700,0.0491,-0.4192,-1.1776
0.000,30.51,-26.99,-26.13,0.1573,0.1383,-0.7564,0.1674,-0.2931,-1.2598
0.000,51.09,-0.15,-14.86,0.2760,-0.0051,-1.0135,0.1871,-0.3039,-1.2067
0.000,-61.51,18.98,-35.26,0.4411,-0.1254,-1.5344,0.1211,-0.3890,-1.2066
0.000,-5.28,-15.72,-12.72,0.3880,0.2639,-1.2707,0.1556,-0.3071,-1.2419
0.000,0.71,-2.02,31.48,0.1690,0.2240,-0.8777,0.0937,-0.3081,-1.2434
0.000,17.54,-4.27,21.04,0.1261,0.0396,-0.7684,0.0790,-0.3473,-1.2149
0.000,-14.66,3.92,24.96,0.1323,-0.1570,-1.1442,0.1444,-0.4178,-1.2230
0.000,-22.92,15.39,1.92,0.3041,-0.0797,-1.2070,0.1049,-0.4123,-1.2683
0.000,36.10,15.35,39.81,0.2414,-0.0673,-1.2875,0.3037,-0.4812,-1.1439
0.000,-1.81,-18.64,-7.32,0.2781,0.0864,-1.2157,0.2348,-0.5335,-1.2030
0.000,6.66,-8.51,-18.43,0.1454,0.1343,-1.0217,0.1510,-0.3700,-1.2760
0.000,21.88,-12.93,-32.37,0.1728,0.0288,-0.7652,0.3364,-0.4901,-1.0992
0.000,7.78,-8.05,-22.86,0.2975,0.0873,-0.8226,0.1900,-0.3807,-1.1653
0.000,42.68,-5.92,-11.88,0.3655,0.0479,-1.0022,0.1548,-0.3579,-1.2438
0.000,31.53,-34.45,-30.58,0.2724,-0.0847,-1.1168,0.2763,-0.4226,-1.1802
0.000,-37.08,25.35,-12.14,0.5223,-0.0727,-1.4087,0.2542,-0.4096,-1.2590
0.000,14.14,9.95,0.29,0.3348,0.1875,-1.1630,0.1759,-0.3110,-1.2409
0.000,-24.26,-17.96,5.58,0.2288,0.1622,-1.1093,0.1349,-0.4177,-1.2421
0.000,-6.78,-0.25,13.44,0.0905,0.1105,-0.9329,-0.0388,-0.3409,-1.3000
0.000,-12.31,11.45,32.37,0.1722,0.0386,-1.0257,0.1419,-0.3582,-1.2122
0.000,8.53,3.86,8.51,-0.0148,-0.1385,-1.1806,-0.1825,-0.4398,-1.2509
0.000,-20.27,2.26,-15.92,0.1986,-0.0888,-1.2176,-0.0450,-0.4491,-1.1973
0.000,1.15,10.39,5.19,0.0827,-0.1591,-1.2137,0.0982,-0.5778,-1.1483
0.000,-11.82,-9.90,-2.64,0.1327,0.0392,-1.2273,0.0716,-0.5073,-1.1873
0.000,32.75,-22.36,-12.66,0.1607,-0.0203,-1.1322,0.0813,-0.5014,-1.1255
0.000,27.04,-8.99,-18.69,0.1768,-0.0116,-0.7625,0.1444,-0.5307,-1.1116
0.000,-18.11,15.91,-25.02,0.2509,-0.0620,-0.9675,0.0630,-0.4179,-1.2608
0.000,37.89,1.81,-10.56,0.1684,0.0165,-0.9146,0.0796,-0.4506,-1.1889
0.000,44.30,-7.34,-18.55,0.3682,0.0027,-1.3480,-0.0331,-0.3772,-1.2691
0.000,-18.23,-15.48,15.75,0.1847,0.0062,-1.2521,0.1018,-0.4594,-1.1614
0.000,1.46,-2.63,24.97,0.1021,0.0852,-0.9532,0.2118,-0.4541,-1.0990
0.000,2.60,-2.72,27.13,0.1303,0.0226,-0.8673,0.2687,-0.4300,-1.1637
0.000,-23.54,-0.61,40.78,0.1369,-0.1987,-1.1175,0.3170,-0.5399,-1.1278
0.000,-20.61,-14.74,13.58,0.2817,-0.1323,-1.2612,0.2642,-0.4405,-1.1304
0.000,26.92,10.13,7.68,0.2030,-0.0934,-1.2539,0.2252,-0.4967,-1.1437
0.000,2.49,-37.28,-12.43,0.2283,-0.0213,-1.1377,0.3295,-0.5611,-1.0803
0.000,9.68,-7.05,-38.41,0.1815,0.0098,-0.8852,0.2139,-0.4622,-1.1458
0.000,-25.91,18.68,-6.75,0.2514,-0.0848,-1.1058,0.2058,-0.5124,-1.1429
0.000,37.55,-11.74,-27.35,0.3687,-0.0432,-1.0144,0.1677,-0.4782,-1.1577
0.000,-38.82,-5.49,-21.99,0.4624,-0.1031,-1.4855,0.1974,-0.5041,-1.1595
0.000,-11.03,2.58,1.57,0.3558,0.0088,-1.2486,0.2290,-0.4859,-1.1162
0.000,-18.99,-1.42,32.95,0.2576,0.1419,-1.0010,0.2448,-0.3984,-1.2046
0.000,2.30,6.36,37.69,0.0895,0.0467,-0.8191,0.1829,-0.4122,-1.2123
0.000,-17.10,1.43,25.31,0.2161,-0.1266,-1.1185,0.2553,-0.3875,-1.1596
0.000,-9.68,1.78,7.10,0.3213,-0.1125,-1.2089,0.3329,-0.4101,-1.1381
0.000,7.48,27.19,41.57,0.2439,-0.1537,-1.3531,0.2145,-0.4474,-1.2190
0.000,8.16,0.01,-23.49,0.2375,0.1495,-1.1588,0.1927,-0.3494,-1.2011
0.000,-9.15,-4.11,-32.33,0.1646,0.0490,-0.8632,0.1345,-0.3786,-1.1854
0.000,-25.40,11.51,-15.71,0.3080,0.0105,-1.0289,0.1216,-0.2953,-1.2608
0.000,-40.78,3.79,-34.40,0.4268,-0.0526,-1.3457,0.2332,-0.3903,-1.2038
0.000,-5.84,20.71,1.28,0.2689,0.2411,-1.1304,0.1728,-0.3628,-1.2138
0.000,-16.45,-1.82,20.53,0.2328,0.1489,-1.1530,0.2394,-0.3571,-1.1838
0.000,0.03,-8.57,25.10,0.0372,0.1409,-0.8818,0.2863,-0.3464,-1.2197
0.000,-9.33,-7.92,12.04,0.0854,-0.0007,-0.8711,0.3529,-0.3411,-1.1749
0.000,-7.65,2.73,8.89,0.2889,-0.0538,-1.0680,0.3308,-0.3866,-1.1722
0.000,10.96,9.60,25.86,0.1843,0.0066,-1.1569,0.1761,-0.3638,-1.2639
0.000,-5.77,-31.68,-8.71,0.2209,0.1019,-1.1281,0.0988,-0.2828,-1.2466
0.000,9.55,-14.83,-15.97,0.1786,0.1602,-0.8790,0.2530,-0.2860,-1.2029
0.000,-31.57,13.89,-13.31,0.3510,0.0071,-0.9784,0.3015,-0.3699,-1.2027
0.000,10.39,21.42,-6.92,0.4015,0.0058,-1.0843,0.1969,-0.1939,-1.3025
0.000,-10.90,4.29,-25.43,0.5454,0.1055,-1.3891,0.1653,-0.2080,-1.2936
0.000,-16.28,-2.11,-5.14,0.3805,0.3083,-1.2096,0.2306,-0.2221,-1.2228
0.000,-9.77,-15.78,36.24,0.1468,0.1977,-0.9999,0.2124,-0.2458,-1.2889
0.000,-23.85,9.32,29.71,0.1195,0.0710,-0.9741,0.1107,-0.2092,-1.2539
0.000,10.33,16.99,17.25,0.1905,-0.0159,-1.1693,0.0367,-0.1693,-1.3185
0.000,8.57,25.25,19.51,0.4006,0.0181,-1.2987,0.0692,-0.2084,-1.2019
0.000,-8.31,-0.35,20.55,0.1982,0.0669,-1.1329,0.1979,-0.2486,-1.2306
0.000,-0.97,-32.25,-19.74,0.3235,0.1272,-1.1292,0.0798,-0.1358,-1.2682
0.000,12.50,-3.19,-6.00,0.1756,0.1299,-0.7292,0.1142,-0.1779,-1.2701
0.000,7.23,19.86,-19.77,0.4548,-0.0062,-1.2005,0.0685,-0.0882,-1.2617
0.000,-12.67,0.87,-45.73,0.6341,0.0503,-1.6426,-0.0764,-0.1165,-1.3227
0.000,-0.22,-26.56,-5.36,0.4501,0.2947,-1.3144,0.0056,-0.0602,-1.2912
0.000,2.33,6.89,15.67,0.1771,0.1703,-0.9238,-0.1236,-0.2195,-1.2842
0.000,-17.00,14.23,20.77,0.1815,-0.0024,-0.9388,0.0510,-0.2951,-1.2122
0.000,1.27,2.71,4.27,0.3750,0.0046,-1.1326,0.0008,-0.2327,-1.2727
0.000,19.38,1.39,16.44,0.2760,0.1433,-1.2461,0.0455,-0.2020,-1.3229
0.000,-17.32,-8.64,16.80,0.1345,0.0558,-1.1928,0.0498,-0.3377,-1.2660
0.000,0.86,-8.89,-18.76,0.0347,0.0872,-0.9861,-0.3465,-0.3667,-1.2743
0.000,-5.40,21.06,-40.25,0.1483,0.0370,-0.6874,-0.0930,-0.3854,-1.2850
0.000,33.80,17.67,-35.76,0.1973,-0.0220,-1.0411,-0.0636,-0.3131,-1.2987
0.000,-22.76,3.61,-46.27,0.4277,0.1753,-1.2789,-0.1591,-0.1587,-1.3068
0.000,-14.67,2.81,-19.03,0.2445,0.3169,-1.1358,-0.0049,-0.2674,-1.1832
0.000,-33.56,12.09,12.42,0.2284,0.2723,-1.0846,0.0513,-0.2490,-1.2730
0.000,-1.09,5.98,52.39,0.0479,0.1635,-0.7717,0.1060,-0.2525,-1.1912
0.000,-17.26,4.78,18.03,0.1610,0.0253,-1.1332,0.0612,-0.2428,-1.2494
0.000,23.02,0.49,-2.24,0.2114,0.0030,-1.1772,0.0591,-0.2338,-1.2256
0.000,18.33,19.57,25.98,0.2481,0.1159,-1.2752,0.0467,-0.2820,-1.2980
0.000,-4.56,-21.27,-13.06,0.2472,0.2439,-1.1105,-0.1129,-0.2878,-1.3506
0.000,21.82,-14.31,-30.14,0.1055,0.1022,-0.7979,0.1665,-0.3110,-1.2998
0.000,-2.80,0.31,-33.80,0.3390,0.0973,-0.9827,0.2577,-0.2081,-1.2172
0.000,-49.81,-19.47,-40.19,0.5410,0.0376,-1.4153,0.2709,-0.2356,-1.1448
0.000,34.84,-6.10,-32.28,0.5097,0.0639,-1.4543,0.1932,-0.3930,-1.1010
0.000,-5.83,19.08,6.22,0.3076,0.2317,-1.2358,0.1566,-0.3952,-1.2316
0.000,15.20,0.05,36.17,0.2358,0.2231,-0.9123,0.1679,-0.3920,-1.2756
0.000,5.75,-12.21,28.13,0.1047,0.0710,-0.7862,0.2720,-0.3839,-1.2538
0.000,15.15,-6.64,43.39,0.1538,-0.0494,-1.1065,0.1579,-0.3889,-1.3224
0.000,-22.62,26.45,14.83,-0.0187,-0.1346,-1.3073,-0.3412,-0.3465,-1.3085
0.000,0.45,2.25,4.50,0.1647,0.0463,-1.3014,-0.0477,-0.4046,-1.2330
0.000,0.42,-12.34,11.66,0.1741,0.2175,-0.9867,-0.0862,-0.1602,-1.3163
0.000,11.02,-2.22,-45.19,0.1684,0.0678,-0.8072,-0.1237,-0.1550,-1.3131
0.000,9.37,-7.99,-18.98,0.3187,-0.0927,-1.1485,0.2152,-0.3893,-1.1114
0.000,-3.69,9.07,-23.09,0.4179,-0.0247,-1.5102,0.1085,-0.3476,-1.2915
0.000,-20.45,-16.52,-7.80,0.1516,0.1739,-1.2735,-0.0990,-0.3454,-1.2065
0.000,19.15,10.25,25.88,0.0320,0.1442,-0.7867,-0.1534,-0.3281,-1.2613
0.000,7.03,10.24,34.10,0.0333,-0.0314,-0.9666,-0.1542,-0.3878,-1.2009
0.000,8.62,0.34,-4.76,0.1624,-0.0839,-1.0978,-0.0556,-0.4113,-1.2210
0.000,36.39,20.54,-6.96,0.1734,0.0203,-1.2004,-0.0702,-0.4320,-1.2181
0.000,0.89,-8.97,-6.62,0.1326,0.1168,-1.1030,-0.0882,-0.4495,-1.2234
0.000,9.87,-17.18,-4.84,0.0614,0.0040,-0.7626,-0.0301,-0.3766,-1.1567
0.000,-34.04,7.74,-5.73,0.1438,-0.1529,-1.1881,-0.0674,-0.4518,-1.2064
0.000,19.95,2.56,-17.27,0.2635,0.0014,-1.0202,-0.1227,-0.3731,-1.1892
0.000,-44.02,-6.16,-20.17,0.2434,-0.1552,-1.5786,-0.0623,-0.4249,-1.1916
0.000,-4.14,4.90,-7.11,0.1333,0.1290,-1.2652,-0.0758,-0.4061,-1.1919
0.000,5.45,14.11,25.07,0.1027,0.1092,-0.9345,-0.0406,-0.3967,-1.1986
0.000,10.66,2.11,26.74,0.0511,0.0045,-0.7809,-0.0035,-0.3926,-1.2184
0.000,22.44,13.02,16.38,0.1438,-0.1547,-1.1843,-0.0396,-0.3573,-1.2401
0.000,-17.23,18.59,0.36,0.2874,-0.0905,-1.4043,0.0749,-0.3470,-1.2137
0.000,-19.57,-11.07,3.31,0.1677,0.0658,-1.3018,0.0569,-0.4554,-1.2192
0.000,-8.29,-14.40,-27.69,0.1174,0.0774,-0.9086,0.0100,-0.3910,-1.2399
0.000,-13.03,6.91,-18.40,0.1702,0.0043,-0.8590,0.0664,-0.3786,-1.1907
0.000,10.44,26.53,-28.24,0.3898,-0.0398,-1.2548,0.0069,-0.3169,-1.2747
0.000,-32.01,22.00,-32.22,0.4554,-0.0893,-1.5454,0.1458,-0.3550,-1.2293
0.000,3.56,1.37,-9.29,0.3484,0.1669,-1.2503,-0.0539,-0.2942,-1.2718
0.000,3.99,-11.02,16.48,0.2961,0.1517,-1.1617,0.0722,-0.3579,-1.2582
0.000,-13.22,-9.69,29.17,0.0930,0.1414,-0.8263,-0.0332,-0.1927,-1.2687
0.000,-2.83,14.14,21.24,0.1336,0.1133,-1.0183,-0.1315,-0.1451,-1.3369
0.000,20.20,-14.10,9.04,0.2552,-0.0563,-1.1247,0.1021,-0.3483,-1.2270
0.000,33.99,10.25,13.65,0.2561,0.1187,-1.2170,0.2126,-0.3337,-1.1812
0.000,-13.43,-27.43,-4.89,0.1965,-0.0174,-1.1724,-0.0079,-0.4477,-1.1845
0.000,-8.59,14.43,-44.72,0.2342,0.0638,-0.9310,0.0171,-0.3151,-1.2580
0.000,11.89,5.60,-10.25,0.2239,0.0253,-0.7137,0.1946,-0.2323,-1.2622
0.000,15.28,9.35,-14.08,0.3818,-0.1360,-1.2928,-0.0021,-0.2179,-1.3457
0.000,-1.80,0.66,-22.90,0.4658,0.0091,-1.4650,0.0612,-0.3141,-1.2666
0.000,-8.85,-6.38,-5.88,0.3756,0.1939,-1.2833,0.1095,-0.2848,-1.2730
0.000,-4.75,-0.39,22.28,0.2289,0.1662,-0.9549,0.2139,-0.3612,-1.2454
0.000,-2.00,-1.72,29.77,0.1898,0.0408,-0.8007,0.2346,-0.4013,-1.2187
0.000,-0.32,4.92,33.40,0.1476,-0.1089,-1.0743,0.0828,-0.3816,-1.2243
0.000,15.46,5.66,-4.29,0.2440,-0.1644,-1.1077,0.1757,-0.3940,-1.2317
0.000,13.66,14.17,29.10,0.3348,-0.0468,-1.3088,0.1739,-0.3802,-1.1852
0.000,-14.34,-15.33,-0.23,0.2440,0.0371,-1.2429,0.0844,-0.4088,-1.1828
0.000,-10.74,-16.57,-21.49,0.1987,0.0573,-0.9180,0.1491,-0.3907,-1.1811
0.000,14.80,-6.96,-20.22,0.1878,0.0246,-0.7310,0.0816,-0.3739,-1.1947
0.000,39.57,10.71,-20.95,0.3195,-0.0576,-1.0945,0.1486,-0.3766,-1.1593
0.000,-24.84,-21.77,-30.38,0.4150,0.0105,-1.3570,0.1680,-0.3357,-1.2242
0.000,-29.85,5.64,10.91,0.3023,0.0763,-1.3891,0.1955,-0.3849,-1.1798
0.000,-18.77,-5.57,10.06,0.2438,0.1771,-1.0866,0.0546,-0.3508,-1.2728
0.000,-13.74,-14.03,30.22,0.1331,0.0738,-0.9414,0.0249,-0.3115,-1.2799
0.000,-9.53,18.15,22.22,0.0653,-0.0267,-0.9421,-0.0351,-0.4050,-1.2018
0.000,21.49,5.67,8.09,0.0429,-0.1301,-1.0016,-0.0548,-0.5337,-1.1800
0.000,-1.60,-7.73,10.12,0.0383,-0.1876,-1.0593,-0.0623,-0.5778,-1.1539
0.000,-56.28,5.89,1.77,0.1555,-0.2561,-1.4545,-0.1596,-0.5220,-1.1291
0.000,14.61,24.88,13.25,0.1382,-0.0835,-1.2836,-0.0276,-0.5254,-1.1348
0.000,-0.22,-26.91,-9.01,0.1560,0.0294,-1.1198,-0.0885,-0.4497,-1.2288
0.000,7.13,-9.01,-24.04,0.1746,0.0732,-0.8435,0.0222,-0.4031,-1.1742
0.000,10.15,9.16,-15.51,0.2448,-0.1414,-1.0044,0.1042,-0.3577,-1.2616
0.000,-3.35,-22.72,-24.56,0.3646,-0.1090,-1.1185,0.0214,-0.3894,-1.2225
0.000,10.03,8.29,-17.87,0.3537,-0.0781,-1.4552,0.0525,-0.4463,-1.2174
0.000,-8.70,2.51,5.12,0.1217,0.0418,-1.2899,-0.0465,-0.5058,-1.1749
0.000,-7.17,9.24,23.11,0.0901,0.0561,-0.9228,0.0770,-0.4375,-1.1962
0.000,-5.79,17.18,18.13,0.1196,-0.0490,-1.0166,-0.0762,-0.3261,-1.2069
0.000,-10.82,7.28,-9.56,0.2302,-0.1793,-1.1620,0.0024,-0.4351,-1.2039
0.000,39.19,4.59,19.01,0.1757,0.0784,-1.0394,0.0842,-0.3629,-1.2260
0.000,-8.36,-22.73,-10.75,0.2241,0.0621,-1.1082,0.0960,-0.3249,-1.2510
0.000,15.39,-22.38,0.53,0.1650,0.0108,-0.8762,0.0027,-0.2599,-1.2467
0.000,53.19,14.51,4.30,0.1619,0.0485,-0.9620,-0.2429,-0.0100,-1.2904
0.000,50.36,-31.49,-41.93,0.4909,0.1088,-1.4489,-0.1064,-0.1473,-1.2199
0.000,-8.05,-16.50,23.43,0.3042,0.1550,-1.0740,0.2096,-0.3484,-1.1961
0.000,-17.12,8.51,47.67,0.1630,0.0667,-0.9155,0.0274,-0.2218,-1.2649
0.000,-33.91,7.77,36.01,0.2170,-0.1138,-1.1022,0.0013,-0.1865,-1.2190
0.000,-18.39,8.87,19.18,0.2429,-0.0864,-1.1363,-0.3510,0.0448,-1.3566
0.000,-3.06,-23.71,16.77,0.2637,0.0864,-1.3089,-0.3048,0.0768,-1.3288
0.000,8.49,-20.80,-3.01,0.1621,0.1201,-0.9894,-0.2111,0.1454,-1.2298
0.000,-32.44,26.09,-10.59,0.3082,-0.0006,-0.9886,-0.3379,0.2634,-1.3482
0.000,6.47,-15.28,-32.91,0.4742,-0.0753,-1.4088,-0.1920,0.4112,-1.3069
0.000,-5.66,-15.23,-0.79,0.3261,0.2025,-1.1391,-0.2837,0.4108,-1.2943
0.000,-10.56,-7.52,51.52,0.1210,0.0695,-0.8760,-0.2602,0.3638,-1.3115
0.000,-16.00,-0.65,40.97,0.1116,-0.0663,-0.9816,-0.2877,0.3517,-1.2257
0.000,32.93,-4.52,11.11,0.3152,-0.1823,-1.1508,-0.3659,0.3225,-1.3023
0.000,17.66,14.57,21.07,0.2837,-0.0674,-1.2457,-0.3785,0.3097,-1.2975
0.000,11.69,-13.05,-15.98,0.2822,0.1925,-1.1839,-0.3089,0.4038,-1.2874
0.000,24.96,-0.54,-39.69,0.1946,0.1074,-0.6975,-0.3171,0.4520,-1.1956
