Time,XGyro,YGyro,ZGyro,XAccel,YAccel,ZAccel,XMag,YMag,ZMag
0.000,-0.12,7.87,-7.11,0.3729,-0.0226,-1.1417,-0.1568,0.3956,-1.2745
0.000,-56.36,14.98,-38.87,0.5461,-0.0427,-1.5779,-0.1693,0.5072,-1.2726
0.000,-28.27,0.04,0.32,0.3904,0.1961,-1.2865,-0.2411,0.4827,-1.2728
0.000,10.23,-13.04,45.81,0.1085,0.1420,-0.8635,-0.3337,0.4635,-1.2519
0.000,-40.80,15.94,32.59,-0.0051,0.0078,-0.9058,-0.3876,0.3455,-1.2191
0.000,17.26,-7.36,12.64,0.2408,-0.0697,-1.1353,-0.5255,0.4285,-1.1994
0.000,21.21,25.95,43.08,0.2950,-0.0119,-1.2934,-0.4705,0.3585,-1.1539
0.000,1.18,-22.60,-26.72,0.3939,0.2685,-1.1014,-0.3686,0.5496,-1.2255
0.000,1.71,-21.69,-33.77,0.1911,0.1338,-0.9263,-0.3122,0.3703,-1.2286
0.000,1.00,7.71,-36.64,0.2562,0.1304,-0.7316,-0.3458,0.5186,-1.1738
0.000,50.77,-1.20,-2.93,0.3583,0.1095,-1.0279,-0.3358,0.5767,-1.2315
0.000,34.51,-2.91,-21.55,0.4225,0.2536,-1.2758,-0.2260,0.4845,-1.2309
0.000,-14.48,-5.78,-2.55,0.3658,0.3276,-1.1839,-0.2749,0.4575,-1.2230
0.000,11.16,-8.79,36.05,0.0927,0.2678,-0.8124,-0.4164,0.6145,-1.1475
0.000,-10.74,2.18,17.45,0.0840,0.1236,-1.1006,-0.6455,0.5031,-1.1112
0.000,-13.84,-6.46,3.72,0.2066,0.0381,-1.2356,-0.5165,0.5281,-1.1948
0.000,13.85,9.16,16.62,0.1617,0.1797,-1.2521,-0.5026,0.5729,-1.1561
0.000,15.72,-18.70,13.70,0.2329,0.1892,-1.1434,-0.4850,0.5232,-1.1657
0.000,5.02,-10.68,-26.56,0.1594,0.1328,-0.8566,-0.3367,0.5321,-1.2181
0.000,-8.93,11.93,-27.43,0.2942,0.0536,-0.9482,-0.3570,0.5319,-1.2319
0.000,28.30,-23.65,-38.03,0.4242,0.0086,-1.0979,-0.2661,0.5734,-1.2448
0.000,34.95,6.05,-32.75,0.3830,0.1221,-1.2573,-0.3095,0.6213,-1.2296
0.000,-8.49,-0.14,-2.71,0.2657,0.2657,-1.1188,-0.3784,0.5066,-1.2495
0.000,-30.28,12.28,3.39,0.2279,0.1945,-0.9134,-0.2516,0.5677,-1.1059
0.000,21.65,-12.88,13.83,0.1357,0.1919,-1.0513,-0.3061,0.6782,-1.0896
0.000,7.37,7.03,19.76,0.1541,0.0314,-1.0242,-0.4720,0.5114,-1.1508
0.000,5.56,-0.78,12.48,0.1851,0.1667,-1.2091,-0.4728,0.5379,-1.1533
0.000,-24.31,-13.75,-3.58,0.2474,0.1616,-1.1224,-0.2541,0.4079,-1.2270
0.000,19.91,-3.55,6.60,0.1688,0.1382,-0.6769,-0.1138,0.5202,-1.1460
0.000,58.92,1.89,-8.25,0.3175,0.0747,-0.9187,-0.1187,0.6632,-1.1264
0.000,9.29,-12.27,-7.45,0.4819,-0.0037,-1.4799,0.0997,0.6645,-1.0845
0.000,-15.77,2.07,4.69,0.3981,0.2164,-1.1981,0.1951,0.6657,-1.0622
0.000,-22.40,8.36,54.57,0.1856,0.1044,-0.9072,0.3690,0.6346,-1.0472
0.000,-25.26,11.04,42.54,0.2971,-0.0302,-1.1191,0.5366,0.6572,-0.9077
0.000,4.57,15.49,6.86,0.3297,-0.0164,-1.0400,0.5093,0.5271,-0.9910
0.000,-31.19,-5.44,23.35,0.2386,0.1299,-1.1398,0.5596,0.6342,-0.9111
0.000,3.86,-34.04,-5.36,0.2641,0.1754,-0.9669,0.6387,0.6871,-0.9155
0.000,20.06,-1.31,-40.59,0.2894,0.0716,-0.7221,0.6380,0.5867,-0.9542
0.000,42.97,11.57,-18.80,0.4324,0.0612,-0.9599,0.6298,0.6281,-0.9089
0.000,-89.77,22.91,-40.71,0.6481,-0.0050,-1.5030,0.8279,0.5937,-0.8380
0.000,11.47,9.34,-5.82,0.4566,0.2532,-1.2586,0.7361,0.5461,-0.9134
0.000,10.73,-5.40,24.95,0.1854,0.1494,-0.9112,0.6306,0.4775,-1.0406
0.000,-1.06,8.64,20.83,0.0685,0.0338,-0.9353,0.4267,0.5263,-1.0375
0.000,8.07,-6.97,4.27,-0.0057,-0.1351,-1.0870,0.4027,0.4145,-1.1568
0.000,-6.47,19.02,22.81,0.1680,-0.2370,-1.3256,0.4052,0.4321,-1.1874
0.000,-14.14,37.66,-3.12,0.1450,-0.0919,-1.2276,0.4567,0.3996,-1.1510
0.000,-14.15,-17.86,-14.33,0.1839,0.0059,-1.0131,0.6658,0.3885,-1.0774
0.000,-4.94,-13.44,-34.13,0.2617,0.0088,-0.9048,0.6265,0.4023,-1.1126
0.000,26.32,4.58,-24.36,0.2887,-0.0133,-1.0527,0.6931,0.3889,-1.0620
0.000,24.95,-3.92,3.15,0.2204,0.0720,-1.2989,0.6405,0.4483,-1.0762
0.000,7.77,-1.18,9.17,0.1892,0.1852,-0.9766,0.6284,0.3538,-1.0398
0.000,1.89,8.76,24.92,0.1346,0.0608,-0.8015,0.4942,0.4362,-1.1644
0.000,19.43,12.52,25.63,0.0416,-0.0860,-1.0123,0.5664,0.5193,-1.0531
0.000,-29.32,12.75,17.88,0.2210,-0.1178,-1.3201,0.5259,0.5438,-1.0846
0.000,-1.39,1.70,-8.39,0.2369,0.0324,-1.1054,0.4796,0.5407,-1.0567
0.000,2.70,-12.36,-7.72,0.1598,0.0838,-0.9078,0.6999,0.4948,-1.0520
0.000,10.83,-3.94,-21.47,0.1584,0.0147,-0.7741,0.7233,0.4775,-1.0091
0.000,44.41,-11.75,-2.90,0.2641,-0.0692,-1.0196,0.7798,0.4628,-1.0407
0.000,36.96,8.55,-22.27,0.3087,-0.0276,-1.2476,0.7023,0.4295,-1.0636
0.000,-18.03,4.66,0.83,0.2583,0.0724,-1.1949,0.8562,0.3206,-1.0090
0.000,3.83,3.02,15.30,0.1783,0.0783,-0.8364,0.6956,0.4004,-1.0896
0.000,11.33,18.47,26.86,0.1480,-0.1206,-1.0527,0.5780,0.4215,-1.0990
0.000,-52.46,7.59,15.05,0.1702,-0.0984,-1.4116,0.5792,0.5019,-1.0342
0.000,-6.48,-10.14,-11.36,0.2029,0.0122,-1.2178,0.5793,0.4869,-1.0850
0.000,-10.91,-6.30,-15.09,0.2050,0.0179,-0.9863,0.5924,0.5048,-1.0914
0.000,-11.66,3.36,-7.69,0.2054,-0.0060,-0.9069,0.6695,0.5305,-1.0484
0.000,29.39,-2.18,-12.61,0.2755,-0.0240,-1.0146,0.6816,0.4856,-1.0129
0.000,12.04,-6.06,-30.65,0.4826,0.0756,-1.4590,0.7772,0.4911,-0.9870
0.000,8.50,-6.09,-3.63,0.3028,0.2382,-1.2010,0.6049,0.5648,-0.9843
0.000,9.07,6.01,20.47,0.1487,0.2054,-0.7255,0.6152,0.6273,-1.0084
0.000,-13.85,11.20,41.14,0.1731,0.0402,-0.8583,0.7125,0.6780,-0.9267
0.000,18.92,-2.16,11.03,0.2688,0.0238,-1.1243,0.6132,0.5873,-0.9548
0.000,29.38,19.64,16.86,0.3574,0.1102,-1.2920,0.5752,0.6571,-0.8770
0.000,-37.22,-9.51,-12.20,0.2878,0.2460,-1.2998,0.5298,0.6856,-0.9278
0.000,-12.49,-11.40,-20.20,0.2326,0.1449,-1.0188,0.6278,0.5828,-0.9595
0.000,1.72,6.13,-27.60,0.2664,0.0837,-0.8086,0.6790,0.6100,-0.9237
0.000,19.23,12.67,-23.69,0.3621,-0.0621,-1.3439,0.7343,0.6267,-0.9665
0.000,-19.45,18.62,-32.54,0.4995,-0.0249,-1.5570,0.7403,0.5418,-0.9324
0.000,9.08,-14.65,-1.02,0.2962,0.2540,-1.1277,0.8172,0.5263,-0.9314
0.000,6.71,5.24,26.65,0.1123,0.1747,-0.7813,0.7638,0.4848,-0.9568
0.000,-23.01,3.84,38.24,0.1652,0.0059,-1.0993,0.6546,0.5151,-0.9794
0.000,-20.12,-18.83,9.15,0.2101,-0.1206,-1.3799,0.5480,0.5068,-0.9828
0.000,-11.74,0.16,3.74,0.0249,-0.0006,-1.2611,0.3854,0.4562,-1.0941
0.000,-32.81,-10.51,3.02,0.0496,0.0573,-1.0774,0.4317,0.5169,-1.0717
0.000,-29.86,6.74,-9.55,0.1908,-0.0462,-1.0818,0.5798,0.4838,-1.0817
0.000,-18.77,-15.99,-6.41,0.3476,-0.0822,-1.3839,0.6980,0.5428,-1.0678
0.000,-11.01,-15.20,-12.89,0.1691,0.1731,-1.2094,0.6382,0.5512,-1.0253
0.000,0.08,-3.93,12.69,0.1413,0.2178,-0.9790,0.6757,0.5646,-1.0277
0.000,-25.73,13.97,13.95,0.1967,0.0693,-0.9498,0.7105,0.5946,-0.9967
0.000,37.33,1.00,40.31,0.2556,-0.0963,-1.2147,0.5131,0.6525,-0.9941
0.000,34.76,-2.40,11.01,0.3054,0.0776,-1.1918,0.6619,0.5910,-1.0793
0.000,-1.54,-23.41,-7.36,0.2217,0.1415,-1.1251,0.7804,0.5055,-0.9704
0.000,15.90,-25.18,-48.39,0.2251,-0.0386,-0.7675,0.7441,0.4614,-1.0195
0.000,4.09,0.35,-47.33,0.3368,-0.0478,-0.9224,0.7273,0.4788,-1.0549
0.000,60.70,-5.78,-45.77,0.3624,-0.0409,-0.9845,0.8066,0.4750,-1.0379
0.000,-11.61,21.54,-25.04,0.4952,-0.1039,-1.5634,0.7401,0.4584,-1.0405
0.000,-3.26,3.13,-8.91,0.4548,0.1468,-1.2604,0.7894,0.4405,-1.0540
0.000,11.16,5.43,47.06,0.0954,0.1394,-0.7478,0.7141,0.5035,-1.0084
0.000,1.93,-13.82,46.48,0.0850,0.0142,-0.6532,0.7590,0.4647,-0.9711
0.000,6.84,-0.24,22.62,0.2480,-0.2628,-1.0963,0.8086,0.4955,-0.9997
0.000,-0.29,21.17,12.36,0.3155,0.0283,-1.2991,0.4005,0.6766,-1.0694
0.000,-9.47,-17.32,-1.75,0.2846,0.1701,-1.1448,0.6249,0.6157,-1.0320
0.000,8.88,-23.36,-31.06,0.2891,0.1001,-0.9553,0.6845,0.6640,-1.0141
0.000,24.51,1.10,-29.09,0.1795,0.0242,-0.7365,0.7562,0.6057,-1.0465
0.000,15.57,9.57,-17.41,0.2711,-0.0656,-0.9500,0.6528,0.6199,-1.0231
0.000,30.55,-3.88,-30.03,0.3829,0.0149,-0.9471,0.7829,0.5718,-1.0151
0.000,25.25,-18.02,-9.63,0.3923,0.1713,-1.3282,0.8020,0.4970,-0.9775
0.000,-20.40,3.54,-1.70,0.2039,0.2004,-1.1967,0.7283,0.6129,-0.9619
0.000,-5.58,11.46,24.42,0.1705,0.1782,-0.8364,0.6585,0.5230,-1.0008
0.000,-6.51,4.02,41.25,0.1863,0.0870,-0.8537,0.6654,0.6016,-0.9632
0.000,5.08,-17.29,4.90,0.1866,-0.0644,-1.1446,0.6157,0.6606,-0.9115
0.000,95.39,3.07,-9.73,0.5076,0.1200,-1.3295,0.7015,0.5677,-0.8579
0.000,-21.04,2.84,1.07,0.1856,0.1018,-1.3105,0.5018,0.6053,-0.9245
0.000,-14.76,-15.58,-11.96,0.2144,0.0910,-1.0903,0.5333,0.5793,-0.9888
0.000,36.17,-19.05,-7.42,0.2520,0.1068,-0.8547,0.6556,0.6491,-0.9620
0.000,-22.42,10.34,-24.84,0.3092,0.0312,-0.8876,0.6903,0.5243,-0.9011
0.000,13.93,-4.33,-11.45,0.3760,0.0044,-1.1861,0.6529,0.5980,-0.9383
0.000,2.94,-3.40,-31.00,0.3253,0.2447,-1.1660,0.5192,0.6213,-0.9857
0.000,11.98,-11.91,-9.78,0.3000,0.2991,-1.1322,0.5654,0.6178,-0.9562
0.000,-36.57,-11.98,-2.09,0.2129,0.2790,-1.0675,0.4896,0.6550,-1.0211
0.000,0.11,7.36,24.06,0.0792,0.1963,-0.7322,0.3734,0.7189,-1.0291
0.000,-30.40,10.33,17.43,0.1293,0.0359,-1.0234,0.3856,0.6473,-1.0394
0.000,17.14,1.79,16.12,0.1575,0.0585,-1.1229,0.3932,0.7452,-0.9860
0.000,52.58,26.27,9.53,0.2274,0.1333,-1.1765,0.3946,0.6659,-1.0009
0.000,-21.89,-3.03,6.76,0.1970,0.1392,-1.2008,0.4939,0.6590,-0.9883
0.000,-28.58,-23.10,-4.69,0.2020,0.1709,-1.0483,0.5621,0.6106,-0.9653
0.000,25.21,-16.97,-23.51,0.1227,0.1279,-0.7821,0.4290,0.6118,-0.9877
0.000,14.82,17.62,-15.94,0.2066,0.1270,-1.0711,0.4499,0.6580,-0.9932
0.000,22.10,-5.52,-8.67,0.2253,0.1937,-1.0873,0.4503,0.6847,-0.9613
0.000,7.13,18.81,-13.54,0.2384,0.1941,-1.2677,0.4453,0.6245,-0.9734
0.000,-37.88,14.01,-15.82,0.2513,0.3601,-1.3338,0.5042,0.6568,-0.9428
0.000,-1.84,-0.43,-6.85,0.1986,0.3630,-1.0488,0.4775,0.7011,-0.8962
0.000,13.86,-8.58,23.29,0.1023,0.2741,-0.7272,0.4430,0.7316,-0.8934
0.000,-7.84,4.81,14.52,0.2362,0.0426,-1.1422,0.4298,0.7382,-0.9469
0.000,-3.40,-1.44,-0.89,0.2231,0.0531,-1.2677,0.1790,0.7533,-0.9774
0.000,-5.87,-4.45,9.73,0.1283,0.1732,-1.1650,0.2497,0.7389,-0.9650
0.000,-12.07,-17.98,-16.60,0.1877,0.1765,-0.9859,0.4694,0.6944,-0.9418
0.000,51.02,-23.10,-39.09,0.1429,0.0875,-0.6930,0.5367,0.6687,-0.9633
0.000,-6.66,7.94,-9.81,0.2656,0.0169,-1.1479,0.5436,0.6553,-0.9793
0.000,45.60,-39.22,-11.42,0.3053,0.1783,-0.9210,0.5617,0.5378,-1.0291
0.000,75.43,-2.17,-12.14,0.2787,0.0998,-1.2505,0.5996,0.5315,-1.0078
0.000,-8.98,-5.48,-9.17,0.2797,0.2042,-1.1973,0.5481,0.5753,-1.0314
0.000,15.96,-4.67,31.74,0.1614,0.2069,-0.7707,0.5922,0.6949,-0.9613
0.000,-44.62,14.71,44.76,0.1446,-0.0643,-0.9290,0.4523,0.6062,-0.9901
0.000,44.38,-22.79,19.19,0.2047,-0.0528,-1.0389,0.5403,0.6798,-0.8958
0.000,-19.85,16.12,13.50,0.4463,-0.0935,-1.2628,0.5074,0.6215,-1.0041
0.000,7.49,-26.68,-7.66,0.3162,0.1779,-1.0626,0.5544,0.6633,-0.9681
0.000,6.55,-2.79,-22.76,0.1474,0.1196,-0.8614,0.5196,0.6663,-0.9344
0.000,2.81,8.18,-35.43,0.2233,0.0457,-0.7305,0.5125,0.7115,-1.0170
0.000,75.67,3.22,-32.70,0.4095,0.1661,-0.9366,0.6459,0.6989,-0.8915
0.000,28.05,-2.81,-17.40,0.4630,0.2260,-1.3303,0.4776,0.7675,-0.9626
0.000,-0.16,-19.08,0.59,0.3584,0.3823,-1.1872,0.5538,0.7978,-0.9424
0.000,-6.21,-11.97,50.90,0.1194,0.1522,-0.8188,0.5462,0.7547,-0.9315
0.000,-25.26,18.48,27.73,0.1508,0.0861,-1.0216,0.3597,0.8084,-0.9200
0.000,24.22,-6.63,15.96,0.1713,-0.0257,-1.0322,0.4287,0.7346,-0.9775
0.000,29.46,20.73,16.67,0.3142,0.1795,-1.2042,0.3139,0.8530,-0.8976
0.000,5.94,3.95,-26.21,0.2641,0.3728,-1.1179,0.3255,0.8162,-0.9030
0.000,13.80,-3.11,-14.46,0.0935,0.1847,-0.7457,0.3379,0.8633,-0.8324
0.000,-15.81,20.68,-25.04,0.4183,0.1225,-1.2116,0.4126,0.8253,-0.9504
0.000,-67.88,9.14,-25.14,0.3856,0.2257,-1.2151,0.4782,0.8242,-0.8901
0.000,7.07,-1.33,-17.62,0.3910,0.3659,-1.1533,0.4270,0.8090,-0.9676
0.000,19.07,-6.55,35.30,0.1091,0.2914,-0.7800,0.4903,0.8700,-0.9092
0.000,-23.83,-6.90,52.36,0.1156,0.0593,-0.9961,0.3864,0.8032,-0.8859
0.000,-24.60,5.86,23.61,0.2650,0.1268,-1.2298,0.2186,0.8855,-0.8710
0.000,-25.66,-0.09,7.96,0.2020,0.2777,-1.0909,0.1299,0.9113,-0.9235
0.000,0.98,-15.40,-13.48,0.1731,0.1797,-0.9803,0.2700,0.8382,-0.9062
0.000,-33.23,13.24,-38.93,0.3155,0.1146,-1.1530,0.2566,0.8503,-0.9351
0.000,7.08,5.26,-26.78,0.4385,0.2497,-1.3033,0.3794,0.8539,-0.9480
0.000,-4.50,-6.84,-11.00,0.3150,0.3918,-1.0981,0.2499,0.8252,-0.9615
0.000,11.57,-3.25,18.91,0.1103,0.1614,-0.8361,0.0437,0.8250,-1.0535
0.000,-63.93,11.72,-15.22,0.3707,0.1281,-1.2417,-0.1453,0.9543,-0.9895
0.000,-13.71,-16.01,-2.02,0.2033,0.3763,-1.0936,-0.2340,0.9442,-1.0035
0.000,20.96,-6.31,-16.96,0.2451,0.2306,-0.9858,-0.1483,0.9716,-0.9558
0.000,17.59,6.28,-14.47,0.3851,0.2184,-1.4253,-0.1807,0.8497,-1.0218
0.000,8.37,-6.39,-6.89,0.1790,0.3044,-0.9140,-0.1945,0.8420,-1.0137
0.000,-47.98,6.30,9.10,0.2441,0.1319,-1.2969,-0.3552,0.7591,-1.0092
0.000,-22.61,3.52,-11.05,0.1651,0.1943,-0.9673,-0.3235,0.8248,-0.9892
0.000,16.42,30.66,-62.04,0.1215,0.2329,-1.0435,-0.6987,0.5764,-1.0642
0.000,4.23,-9.55,-10.01,-0.0340,0.0737,-1.1984,-0.7191,-0.0919,-1.2323
0.000,-3.12,6.02,4.95,0.1840,0.1342,-1.0733,-0.5692,-0.1151,-1.2831
0.000,20.87,-6.63,1.65,0.1808,0.0203,-1.0892,-0.5521,-0.1666,-1.2823
